time,n,slots,val_delta,eng_delta,pop_avg,tolerance,seed,returncode,time_sec
1000,100,5,0.05,0.2,50,100,42,0,2.074
1000,100,5,0.1,0.2,50,100,42,0,3.179
1000,100,5,0.15,0.2,50,100,42,0,1.062
1000,100,5,0.2,0.2,50,100,42,0,1.02
1000,100,5,0.3,0.2,50,100,42,0,1.029
1000,100,5,0.4,0.2,50,100,42,0,0.932
