time,n,slots,val_delta,eng_delta,pop_avg,tolerance,seed,returncode,time_sec
2000,60,10,0.3,0.3,50,100,42,0,5.812
2000,100,10,0.3,0.3,50,100,42,0,10.825
2000,500,10,0.3,0.3,50,100,42,0,9.13
2000,1000,10,0.3,0.3,50,100,42,0,43.783
2000,10000,10,0.3,0.3,50,100,42,1,217.84
