time,n,slots,val_delta,eng_delta,pop_avg,tolerance,seed,returncode,time_sec
1000,1000,5,0.1,0.1,50,50,0,0,19.15
1000,1000,5,0.1,0.1,50,50,0,0,19.333
1000,1000,5,0.1,0.1,50,50,1,0,52.661
1000,1000,5,0.1,0.1,50,50,1,0,52.844
1000,1000,5,0.1,0.1,50,50,7,1,182.905
1000,1000,5,0.1,0.1,50,50,7,1,183.079
1000,1000,5,0.1,0.1,50,50,42,0,14.041
1000,1000,5,0.1,0.1,50,50,42,0,13.984
1000,1000,5,0.1,0.1,50,50,123,1,183.493
1000,1000,5,0.1,0.1,50,50,123,1,183.463
