time,n,slots,val_delta,eng_delta,pop_avg,tolerance,seed,returncode,time_sec
1000,100,4,0.05,0.2,50,100,42,0,11.905
1000,100,4,0.1,0.2,50,100,42,0,20.265
1000,100,4,0.15,0.2,50,100,42,0,4.723
1000,100,4,0.2,0.2,50,100,42,0,18.736
1000,100,4,0.3,0.2,50,100,42,0,0.879
1000,100,4,0.4,0.2,50,100,42,0,0.864
